Symbol,N2A,N3A,N5B,N6B,N7B,N8B,N10B,N12B,N13B
ADAM21,5.747724792,6.660875693,5.840430671,6.619043591,5.876104227,5.569897532,5.321684224,6.547871345,5.638493159
ADAM22,10.48168938,10.44616319,10.35116516,10.43319146,10.35585678,10.61894468,10.29454277,10.36683769,10.33849767
ADAM23,7.28276861,7.639155192,5.649778126,6.661804291,6.844261997,7.364522918,4.921480383,7.028601391,7.23703178
ADAM28,9.993992107,9.985069941,10.12462673,9.705307162,10.15330803,9.991055029,10.05034233,9.862324547,9.874560521
ADAM32,5.788099188,5.406459471,6.236174254,5.728357638,6.207337129,5.885422472,5.271503171,6.483424686,6.670577184
ADAM33,7.089384258,7.67220104,7.891967576,7.715996888,7.167477278,6.683782191,7.033740597,7.151328592,8.197428792
ADAM8,10.01151911,8.94567127,9.570603278,9.687229592,9.504298622,9.268814559,9.902704923,9.245933991,9.609071238
ADAM9,12.07040281,12.1085303,11.81613836,12.1515853,12.25136477,12.09509639,12.29462017,12.09656841,12.39941335
ADAMDEC1,1.406277477,2.447212526,1.266313173,3.040142366,0.436158066,3.091121373,5.610871796,1.122646648,2.365146714
ADAMTS1,12.05142474,11.75078267,12.33152192,13.1669883,12.03527965,12.4657677,12.17250485,11.93968955,13.06799855
ADAMTS10,10.22606513,9.475759277,9.991055029,9.884169456,9.543761877,9.673689804,9.918321082,10.04089065,9.842157439
ADAMTS12,8.338690606,8.321630466,9.355048954,8.371512692,8.745154958,8.468929577,8.857841474,9.277507413,8.461920627
ADAMTS13,9.679692114,9.682298895,9.646812771,9.956478234,9.716818011,10.10443062,9.814309558,9.827074367,9.437847784
ADAMTS14,5.584042184,4.717067601,5.6928734,5.331806313,4.79264792,5.08884217,6.605626149,5.73481038,4.633467978
ADAMTS15,10.79291789,11.06906182,10.11466757,11.10128937,11.13287263,10.82399988,10.53141769,12.18337902,11.27960746
ADAMTS16,10.7720985,10.90140284,10.69384555,10.74508173,10.81171755,10.63940405,11.30693649,10.71094417,10.76114467
ADAMTS17,9.814805273,10.0364936,10.34772258,10.00385323,9.706151341,10.29401662,9.94455754,10.20077527,8.910646423
ADAMTS18,7.076935215,6.553187758,6.295194217,7.904387454,7.061196484,6.199745754,6.514524201,6.448861196,6.772566719
ADAMTS19,8.708216785,8.228199415,8.078754307,8.474119083,8.468710306,8.273617353,8.428800782,8.256071408,8.596204663
ADAMTS2,9.324269555,8.263949316,9.16368377,9.106866423,8.745154958,8.598337811,9.39766959,9.300147424,9.545331671
ADAMTS3,6.747734436,7.212643513,6.71409991,7.664527599,6.943570406,7.661643992,7.544889589,7.257830981,8.21431038
ADAMTS4,8.587497536,7.88521287,10.48254737,11.98134924,8.607461777,8.849864197,10.78947264,8.94567127,12.21371188
ADAMTS5,10.38263806,10.35155537,10.75406366,10.9515664,10.85839236,10.22980665,10.34358771,10.99950198,10.15397733
ADAMTS6,8.691211969,8.093830331,7.648322618,7.639276184,7.532757115,7.763577943,7.199413333,7.587585657,7.728561406
ADAMTS7,9.088346236,8.402592221,8.819425826,9.118334937,8.669019208,8.672788099,8.684220129,9.236839494,8.768552368
ADAMTS8,7.849871266,8.050974264,8.305370586,8.159433723,7.949022626,8.814252588,8.165592646,8.2349027,8.352077047
ADAMTS9,12.58399098,12.81193665,12.59025685,12.86387971,12.45074328,12.60822951,12.48663315,12.7839167,12.95270225
ADAMTS9-AS1,12.18779826,12.68078034,12.38514496,12.26187171,12.56931156,12.64609918,12.01379406,12.29413162,12.12721537
ADAMTS9-AS2,11.18062516,10.98937842,11.03156235,11.18011651,10.76126473,11.04718289,10.72858605,10.81641036,10.56997585
ADAMTSL1,10.82925598,10.47837767,10.43854725,10.94817997,11.00665941,10.65138393,10.58431606,10.57811818,10.87794168
ADAMTSL2,11.34896701,10.85130207,11.81088974,11.26445492,11.51940992,11.06415239,11.21919461,11.68712805,11.11453623
ADAMTSL3,10.86687215,11.46101649,10.42465467,11.27633733,11.1175662,10.52042354,10.03223514,10.87911265,10.5585891
ADAMTSL4,9.772959228,9.36178608,10.06271405,9.886959147,10.32857883,9.86340546,10.61614871,9.854313627,11.05722501
ADAMTSL4-AS1,7.104168253,6.782091284,7.845791735,7.598694214,8.323395138,6.948760029,8.092211294,7.467606407,9.164017514
ADAMTSL5,7.076935215,6.633773382,7.658121629,7.210470429,6.758590332,6.264432904,7.481172154,7.007772062,7.571725633
ADAP1,10.80411259,10.17170187,10.44507026,10.41381221,10.6768208,10.53986259,10.58285301,10.53850728,10.45231748
ADAP2,10.04371785,10.05128843,10.25515963,10.01784567,10.0592209,9.906960321,10.39882705,10.16305115,9.984478145
ADAR,14.09218163,14.11218704,13.9629618,14.07099698,14.04152464,14.01616057,14.21153674,14.04337239,13.82950736
ADARB1,10.92215448,11.0297478,11.14803785,10.89569278,10.92615295,10.7743503,10.93140336,11.04010337,11.0697151
ADARB2,7.157809984,6.47098188,6.459958237,6.988901075,6.619043591,6.740304331,6.827047665,6.391958435,6.865605315
ADAT1,10.92740834,11.03301085,10.98664719,10.86053728,10.85164348,11.00229605,10.99281368,11.04404976,10.69723416
ADAT2,8.482028393,8.446243475,8.181041523,8.284327468,8.528079951,8.17195726,8.448465479,8.47695418,8.267949854
ADAT3,8.511692071,8.152474586,8.672144555,8.994200882,8.601808559,8.899406063,9.074022257,8.819781054,8.810052592
ADCK1,9.504298622,9.564184689,9.471384223,9.528503482,9.672354557,9.443606383,9.404108123,9.57992971,9.48250209
ADCK2,9.679692114,9.672481151,9.637137013,9.712423856,9.860449203,9.892941369,10.09017599,9.918592363,9.690708187
ADCK5,9.00008633,8.673487668,8.789654914,8.787753674,8.928943863,8.75178226,8.798573102,9.01414988,8.73778906
ADCY1,10.31850095,10.2575408,11.22378226,9.909162473,10.36707554,10.08712058,10.94375468,10.25198563,10.48078724
ADCY10,6.686759065,7.870761437,7.481986645,6.786665926,7.220254847,6.971154223,6.261066778,7.238616356,7.198761189
ADCY10P1,9.212128531,9.384361362,9.379760784,8.756636388,9.157038954,9.055983391,8.871011307,8.872123937,8.84228128
ADCY2,6.237960361,6.22749968,5.604067587,6.475639641,4.891827687,6.560987943,6.687986915,5.419210505,6.737159978
ADCY3,10.49291359,9.633055889,10.44141174,10.23081552,9.650108345,9.916814032,10.49337863,10.25060816,10.39631214
ADCY4,11.37376765,10.68132534,11.02341229,11.13400264,10.49827764,11.13103699,10.75016241,10.96904825,10.84808939
ADCY5,10.83403516,10.38371281,10.80934083,10.82383411,10.76892647,11.20040817,11.04276428,11.14328293,10.69520153
ADCY6,12.51787637,12.40692757,12.25051544,12.2563008,12.32348241,12.40477314,12.54402629,12.3763663,12.20786976
ADCY7,10.15773492,9.768355425,10.25515963,9.746046077,9.822949874,9.936291045,10.46343128,9.96122587,10.28626135
ADCY9,12.79778844,12.8384973,12.78679485,12.90863087,12.871237,12.74600842,12.94742067,12.90552787,12.88645187
ADCYAP1,6.338748949,5.245285213,4.63467479,4.087124805,5.652425263,6.683782191,5.117636063,5.73481038,5.88468562
ADCYAP1R1,2.451590823,2.447212526,4.185781504,2.158248653,0.436158066,3.091121373,4.09245356,2.654638801,3.957134072
ADD1,13.97316855,13.97606174,13.90794712,13.84927131,13.75767448,13.82016416,13.88074866,13.8577712,13.84505727
ADD2,3.261214595,3.929564839,4.82334823,4.844133449,4.316935937,4.402474342,3.87914731,2.654638801,4.136159755
ADD3,13.55465011,13.80691667,13.55631619,13.4481501,13.65353115,13.6357263,13.13265719,13.61212947,13.337772
ADGRA1,6.974771599,6.392371463,6.980232664,6.162500831,6.23473351,5.569897532,5.215603801,5.73481038,6.304624909
ADGRA2,11.4132864,10.76703686,11.57451211,10.77350387,10.84362025,10.92615295,11.20938188,11.21648813,10.94357879
ADGRA3,11.08264958,11.38436285,11.11033552,11.10021974,11.15135102,11.33335267,11.05273986,11.2680738,11.12922471
ADGRB1,6.53062033,6.529064972,7.45316142,6.846545041,6.71090155,6.865605315,7.000592321,7.40061293,7.23703178
ADGRB2,8.556627892,7.957573038,8.59047115,8.075077912,8.049194931,8.01831508,8.593520345,8.2349027,8.559186441
ADGRB3,7.388534153,7.793572955,7.680565385,7.755738788,7.167477278,7.586591971,6.91750076,7.794863746,7.73769376
ADGRD1,7.790475191,6.660875693,7.509237234,7.828605537,6.181149089,6.473564235,7.820032832,6.664854369,7.370033199
ADGRE1,4.087124805,5.533647861,4.733698174,5.331806313,2.708146745,5.159483262,4.98945788,4.196658937,5.495287309
ADGRE2,7.633520793,7.40439841,8.432008877,8.237596076,7.434048147,7.586591971,9.042442942,7.514606543,8.773368046
ADGRE3,4.318276665,5.179900528,4.185781504,4.087124805,4.98945788,4.402474342,3.767382294,4.359322763,5.751739612
ADGRE4P,5.226195633,5.31155148,5.252044629,4.672542342,5.132698699,5.45688316,5.793170131,3.081863027,3.79572521
ADGRE5,10.76057462,10.04529598,10.62687813,10.26840003,10.64790502,10.10780345,10.92770734,10.80758627,10.82910496
ADGRF1,10.75600767,10.9703404,10.76512028,11.38681718,11.07389098,10.9296374,11.50752033,10.99950198,11.1397327
ADGRF3,7.805247074,8.341919623,7.612333623,7.904387454,7.873377182,7.874300339,8.500588093,7.846602908,8.197428792
ADGRF5,14.28174926,13.78433267,13.96794811,14.05284288,14.08024925,13.57477406,14.23816501,13.93708403,14.01304208
ADGRG1,14.7699118,14.71539838,14.5663777,14.93371402,14.90757693,14.94177954,15.02651881,14.83617526,14.92397961
ADGRG2,7.955684446,8.306798078,8.334071431,7.755738788,7.785818263,7.697962787,7.976857466,7.558048847,8.302047509
ADGRG3,5.619184827,6.142641013,5.946140458,6.261884497,6.002469741,4.990298796,5.610871796,6.391958435,6.754521794
ADGRG4,0.788927876,2.447212526,3.570243438,0.404162917,1.654634553,2.58224178,2.376768533,2.654638801,3.79572521
ADGRG5,11.13225684,10.52069106,10.73220362,10.599663,11.15329371,11.02471743,10.73582145,11.41018416,10.56066103
ADGRG6,11.39477927,11.12854597,11.18452517,11.22101519,11.16046335,11.50255889,11.45028448,11.29069944,11.46413027
ADGRL1,11.28029947,10.9779984,11.21318672,11.26028621,11.10836594,10.98258823,11.50820476,11.23798203,10.99710758
ADGRL2,12.27498078,12.43323535,12.26074653,12.38594022,12.39059373,12.12024998,12.30132188,12.39919837,12.42391257
ADGRL3,8.39890795,8.865160937,8.979149827,8.314075696,8.058084216,8.69830919,7.986934311,8.599388248,8.553329847
ADGRL4,9.29004864,9.140046632,8.90884453,8.730513974,8.945037721,8.972219078,8.753095562,8.929698741,9.316609763
ADGRV1,10.37276627,11.6809265,10.46950599,11.02919084,10.7065936,11.18754795,10.4469826,10.92341464,9.257869663
ADH1B,11.38274878,10.75752634,12.07103689,9.424202274,10.45255441,10.90012246,10.4469826,11.02755098,10.62964514
ADH1C,9.275786879,9.520219414,8.165592646,8.776563813,9.198419574,8.692444756,8.147699315,8.425301776,8.750846383
ADH5,12.73292618,12.96119033,12.87705102,12.64992782,12.77387019,12.71910526,12.47081644,12.64958434,12.64388311
ADH6,11.66206902,11.98845404,12.13388971,11.71822619,11.89854797,11.8661786,11.4073651,11.85918274,11.75389773
ADHFE1,11.00023869,10.85910942,11.05609231,10.94520994,10.91325774,11.03808907,10.76841284,10.66188232,10.5166616
ADI1,13.2934871,13.6260904,13.57477406,13.54501914,13.56676846,13.47741125,13.22754813,13.58479342,13.67757534
ADIPOQ,0.404162917,1.191490883,1.266313173,0.404162917,1.654634553,1.616081744,0.397763887,1.122646648,0.746672846
ADIPOR1,11.97799342,12.15750302,12.10181208,12.15982348,12.13041232,12.08012123,12.12631071,12.1325938,12.16425365
ADIPOR2,11.55390926,11.67899544,11.55121775,11.60536742,11.58041292,11.45548314,11.66815141,11.45683049,11.74399507
ADIRF,12.26535774,11.4719,12.36137046,11.21405403,11.4576547,12.6390302,11.29772959,11.83982704,11.15954623
ADK,10.10545557,10.11012745,9.939862878,10.10635306,10.06192933,10.04578851,9.882055052,10.03773079,10.15260238
ADM,10.48065107,10.14866818,10.8812579,11.9262525,11.03503234,9.974541381,11.34091012,11.00352239,12.00543651
ADM2,11.45638526,11.98607629,11.93673619,11.71093091,11.86547051,11.84037663,11.96027133,12.17362046,12.13667346
ADM5,6.841730206,6.633773382,7.281880934,6.807375113,6.261884497,6.971154223,7.481172154,6.418825936,7.532638744
ADNP,12.5338541,12.65925017,12.48085799,12.37011816,12.51092611,12.49247749,12.33937995,12.44174676,12.43779887
ADNP-AS1,7.388534153,7.24480591,7.71638726,7.874035053,7.447760273,7.614631831,7.226183555,7.007772062,7.948214836
ADNP2,11.03378988,11.36307645,11.28446405,11.38859021,11.22534816,11.24954636,11.32404872,11.16818558,11.50354298
ADO,10.07611863,10.15802922,10.14136357,10.01151911,10.24404802,10.18581525,10.23585117,10.14498655,10.28891856
ADORA1,9.607895585,9.450844278,9.254586915,9.136959382,8.624383888,9.23491085,9.437325654,9.680320832,8.760509437
ADORA2A,6.906429676,6.836930713,6.817177418,7.184452043,6.967988437,7.007772062,7.000592321,7.322309328,6.754521794
ADORA2A-AS1,10.3760357,10.48648213,10.61805734,10.36947918,10.49143274,10.66278065,10.37072159,10.72453597,10.24632267
ADORA2B,7.104168253,7.450052412,7.137238334,6.988901075,6.389662368,7.201613626,7.213216635,6.802710735,4.499616166
ADORA3,5.098992931,5.027123983,4.185781504,4.934672925,3.844756625,3.904004964,6.037648533,4.968325678,3.957134072
ADPGK,10.79780468,10.94817997,10.78499938,10.76461724,10.78928258,10.68432678,10.78170868,10.63124616,10.78797339
ADPRH,8.797631024,8.794302898,8.691771111,8.772476071,8.766753964,9.002498216,8.95377542,9.036077014,9.048347737
ADPRHL1,6.862110698,7.272618734,6.550865164,6.59403936,7.220254847,6.79496561,6.901223059,6.714522994,6.643192109
ADPRHL2,9.644651995,9.918451517,9.622198237,9.829409984,9.839566429,10.02001223,9.932016264,9.812143736,10.07913861
ADPRM,7.691124396,7.970194487,7.417796697,7.928318873,8.159167479,8.071410126,7.170612104,8.146194521,7.86829855
ADRA1A,8.314305135,7.804673105,8.318853018,7.392372428,7.808719058,8.114801634,7.854612789,8.332393784,7.700423222
ADRA1B,8.899406063,8.568138736,10.07293994,8.371512692,9.129109675,8.672788099,8.882940613,9.196700833,9.205251269
ADRA2A,7.585322912,7.793572955,8.220689,7.732993297,7.220254847,8.04398286,7.877331221,9.196700833,7.648322618
ADRA2B,8.786729375,8.041247394,9.363717167,8.107498699,8.492051947,8.240109898,8.386954345,8.215410364,8.59025788
ADRA2C,9.470177673,8.743067316,9.339639535,9.435701166,8.95828569,8.782363384,9.712423856,8.225429324,9.730584972
ADRB1,7.865578867,6.70972732,7.705598193,8.430422419,8.484469162,7.858731116,7.715758425,7.939761189,7.555511854
ADRB2,7.248015772,6.553187758,7.08718138,6.909375359,7.20234441,6.844261997,6.706031762,7.13307868,7.411859991
ADRM1,11.26332221,11.0669273,11.15118603,11.2911527,11.14172476,11.37070845,11.6049344,11.46283463,11.41787338
ADSL,10.54146928,10.66661932,10.59537815,10.57397097,10.5534262,10.47453788,10.39610346,10.62316499,10.52069106
ADSS,10.61170285,10.65085548,10.53322763,10.65435908,10.71080528,10.6501389,10.34358771,10.52471717,10.55406845
ADSSL1,10.85871747,10.69723416,10.90028775,10.68057712,10.78928258,10.63578024,10.34059614,10.67217207,10.94943677
ADTRP,7.97776306,6.660875693,7.705598193,6.827241682,7.808719058,6.416178925,8.134392705,7.388274954,7.216288652
AEBP1,12.84322415,11.87498985,13.26656028,12.5447197,12.82826625,12.38117157,13.15683622,13.15791385,13.01611484
AEBP2,11.01779471,11.18452517,10.96747092,10.99110145,10.93996089,10.98129953,10.83630426,10.94218956,11.05873055
AEN,9.101999682,9.05766163,8.686772611,9.362070952,8.78395575,8.942195628,9.465470597,9.134705629,9.766103405
AES,12.99492096,12.66094136,12.885624,13.1288126,13.08460664,13.1872982,13.1530218,13.27330051,13.04718706
AFAP1,10.65138393,10.79793778,10.40531311,10.75451622,10.5328417,10.50510613,10.85696014,10.52155634,10.71468312
AFAP1-AS1,7.146334482,7.228069722,6.9604928,7.836312965,6.987982729,7.029053124,7.669584266,7.151328592,7.23703178
AFAP1L1,10.44206141,10.28031059,10.2375299,10.26639017,10.06088115,10.2675286,9.956223403,10.34689551,10.41291736
AFAP1L2,11.62226421,11.43598965,11.12997286,11.15954623,11.35212933,11.13431462,11.06584357,11.25760196,11.0003736
AFDN,13.67606193,13.81527768,13.67040881,13.74748425,13.49283643,13.64933084,13.72925867,13.60166129,13.74549579
AFDN-AS1,7.97776306,7.712230239,8.366680971,8.405603152,8.019092054,8.12340908,8.448465479,8.256071408,7.760984268
AFF1,14.40606435,14.74960524,14.39643941,14.70232099,14.32645145,14.3356143,14.66808686,14.29841684,14.57819522
AFF2,6.604081861,6.633773382,7.123904975,6.304624909,7.434048147,6.638989549,6.843512707,6.547871345,7.637013304
AFF3,9.596434933,9.025484644,10.26944205,9.435701166,9.60193464,9.28180114,9.746778158,9.840259513,10.02959614
AFF4,13.43763548,13.57184015,13.52050867,13.54023527,13.48528453,13.41879084,13.65902163,13.47612748,13.81779542
AFG3L1P,10.29920303,10.46655583,10.2161815,10.28193443,10.3966595,10.36458971,10.5326301,10.42238536,10.37671428
AFG3L2,12.03822076,12.38692221,12.14552251,12.18266218,12.16724212,12.25731949,11.94776865,12.23273484,12.14621428
AFM,12.8801756,13.03884683,12.91709854,12.04614248,13.00364989,12.59429515,12.80857986,12.12514164,12.46177862
AFMID,13.08656311,13.03687424,13.12461169,12.89084361,13.17395938,13.0085193,12.4387483,13.09689221,12.86984574
AFTPH,12.21798022,12.50502596,12.24434428,12.15240277,12.312064,12.34778797,11.98198922,12.19174282,12.4720638
AGA,9.726402981,9.328050145,9.281026936,9.191964549,9.76985545,9.45375649,9.52136181,9.300147424,9.640604301
AGAP1,12.72427218,12.94577591,12.91096095,12.97209798,12.97301777,12.99927622,12.98857931,13.08106231,12.76604729
AGAP1-IT1,8.880193947,8.872535356,8.540098028,8.878008624,8.617469594,8.609054836,8.629843656,9.024273725,9.311232885
AGAP11,9.338898615,8.653626113,9.390596956,8.711685608,8.411213888,9.221210201,8.521476449,8.411890939,8.966681961
AGAP12P,9.686487152,8.93018956,7.405922963,8.804041539,9.582233866,9.544144788,8.775343041,9.510541419,8.864681729
AGAP2,7.423864801,5.97280008,7.310368807,6.453645636,6.494164084,6.296242005,7.242531905,6.483424686,7.458745779
AGAP3,11.2841476,11.28943709,11.47565359,11.49385701,11.31780833,11.54778586,11.58259676,11.54210718,11.30965419
AGAP4,8.810888581,7.745885716,7.599769255,8.314075696,8.669019208,7.986934311,8.351271345,8.404932856,8.174101836
AGAP5,9.023764223,8.957085724,8.98814394,8.889554899,9.213317878,9.192116828,8.798573102,9.219601173,8.533217374
AGAP6,9.714655233,9.804852829,9.616582599,9.822377297,9.706151341,9.737474469,9.600563586,9.781200357,9.705466457
AGBL2,7.896123735,7.804673105,7.216012551,7.768074152,7.679155168,8.12340908,7.504284917,7.482475429,7.334246192
AGBL3,8.487272128,8.267949854,8.024756492,8.047109368,8.39449591,8.718773684,7.59196848,7.927416124,8.0561679
AGBL4,8.854738728,8.960718522,8.838389985,8.889554899,8.881276857,8.515990284,8.625199423,8.791384286,8.660691077
AGBL5,11.37919047,11.5002388,11.39201197,11.33297217,11.43664382,11.43008387,11.44212176,11.44223258,11.13287263
AGFG1,11.76486047,11.67899544,11.6245209,11.81899781,11.62856894,11.59499276,11.76528278,11.65579861,12.05720912
